exposure_to_patient_isolation,enter_area_isolation,appearance_of_symptoms_isolation,risk_groups_isolation,full_quarantine,partial_quarantine,unnecessary_business,educational_institutions,religious_institutions,distance_saving_instructions,congregation_restriction,prohibition_entering_country,public_transport_restriction,limit_hospital_visits,limit_retirement_homes_visits,disinfecting_public_spaces,police_army_enforcement,fines_and_incarceration,encouragement_using_masks,encouragement_using_gloves,encouragement_using_hand_sanitizers,wide_temperature_tests,lockdown_level,country,province,start_date
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,True,True,False,False,False,True,1,Czechia,Karlovarsky kraj,2020-03-07 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,True,True,False,False,False,True,1,Czechia,Kraj Vysocina,2020-03-07 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,True,True,False,False,False,True,1,Czechia,Kralovehradecky kraj,2020-03-07 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,True,True,False,False,False,True,1,Czechia,Liberecky kraj,2020-03-07 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,True,True,False,False,False,True,1,Czechia,Moravskoslezsky kraj,2020-03-07 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,True,True,False,False,False,True,1,Czechia,Nezjisteno,2020-03-07 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,True,True,False,False,False,True,1,Czechia,Olomoucky kraj,2020-03-07 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,True,True,False,False,False,True,1,Czechia,Pardubicky kraj,2020-03-07 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,True,True,False,False,False,True,1,Czechia,Plzensky kraj,2020-03-07 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,True,True,False,False,False,True,1,Czechia,Stredocesky kraj,2020-03-07 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,True,True,False,False,False,True,1,Czechia,Ustecky kraj,2020-03-07 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,True,True,False,False,False,True,1,Czechia,Zlinsky kraj,2020-03-07 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,True,True,False,False,False,True,1,Czechia,all,2020-03-07 00:00:00
False,False,False,False,False,False,0,2,0,,,False,0,False,False,False,True,True,False,False,False,False,2,Italy,Abruzzo,2020-03-07 00:00:00
False,True,False,False,False,False,0,2,0,,,False,0,False,False,False,True,True,False,False,False,False,2,Italy,Basilicata,2020-03-07 00:00:00
False,False,False,False,False,False,0,2,0,,,False,0,False,False,False,True,True,False,False,False,False,2,Italy,Calabria,2020-03-07 00:00:00
False,False,False,False,False,False,0,2,0,,,False,0,False,False,False,True,True,False,False,False,False,2,Italy,Campania,2020-03-07 00:00:00
False,False,False,False,False,False,1,2,1,,,False,0,False,False,False,True,True,False,False,False,False,3,Italy,Emilia Romagna,2020-03-07 00:00:00
False,False,False,False,False,False,0,2,1,,,False,0,False,False,False,True,True,False,False,False,False,2,Italy,Friuli Venezia Giulia,2020-03-07 00:00:00
False,False,False,False,False,False,0,2,0,,,False,0,False,False,False,True,True,False,False,False,False,2,Italy,Lazio,2020-03-07 00:00:00
False,True,False,False,False,False,1,2,0,,,False,0,False,False,False,True,True,False,False,False,False,3,Italy,Liguria,2020-03-07 00:00:00
False,False,False,False,False,True,2,2,2,2,,False,1,False,False,False,True,True,False,False,False,False,4,Italy,Lombardia,2020-03-07 00:00:00
False,False,False,False,False,False,1,2,0,,,False,0,False,False,False,True,True,False,False,False,False,3,Italy,Marche,2020-03-07 00:00:00
False,False,False,False,False,False,0,2,0,,,False,0,False,False,False,True,True,False,False,False,False,2,Italy,Molise,2020-03-07 00:00:00
False,False,False,False,False,False,0,2,0,,,False,0,False,False,False,True,True,False,False,False,False,2,Italy,P.A. Bolzano,2020-03-07 00:00:00
False,False,False,False,False,False,0,2,0,,,False,0,False,False,False,True,True,False,False,False,False,2,Italy,P.A. Trento,2020-03-07 00:00:00
False,False,False,False,False,False,0,2,1,,,False,0,False,False,False,True,True,False,False,False,False,2,Italy,Piemonte,2020-03-07 00:00:00
False,False,False,False,False,False,0,2,0,2,,False,0,False,False,False,True,True,False,False,False,False,2,Italy,Puglia,2020-03-07 00:00:00
False,False,False,False,False,False,0,2,0,,,False,0,False,False,False,True,True,False,False,False,False,2,Italy,Sardegna,2020-03-07 00:00:00
False,False,False,False,False,False,0,2,0,,,False,0,False,False,False,True,True,False,False,False,False,2,Italy,Sicilia,2020-03-07 00:00:00
False,False,False,False,False,False,0,2,0,,,False,0,False,False,False,True,True,False,False,False,False,2,Italy,Toscana,2020-03-07 00:00:00
False,False,False,False,False,False,0,2,0,,,False,0,False,False,False,True,True,False,False,False,False,2,Italy,Umbria,2020-03-07 00:00:00
False,False,False,False,False,False,0,2,0,,,False,0,False,False,False,True,True,False,False,False,False,2,Italy,Valle d'Aosta,2020-03-07 00:00:00
False,False,False,False,False,False,0,2,2,,,False,0,False,False,False,True,True,False,False,False,False,2,Italy,Veneto,2020-03-07 00:00:00
False,False,False,False,False,False,0,2,0,,,False,0,False,False,False,True,True,False,False,False,False,2,Italy,all,2020-03-07 00:00:00
True,False,True,False,False,False,0,0,0,,,False,0,False,False,False,True,True,False,False,False,False,1,Spain,LaRioja,2020-03-07 00:00:00
True,True,True,False,False,False,0,0,0,,1000,False,0,False,False,False,False,False,False,False,False,False,1,Denmark,all,2020-03-06 00:00:00
True,True,True,True,False,False,0,0,0,1,5000,False,0,False,False,False,False,False,False,False,False,False,1,France,Haute-Savoie,2020-03-06 00:00:00
True,True,True,True,False,False,0,0,0,1,5000,False,0,False,False,False,False,False,False,False,False,False,1,France,all,2020-03-06 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,False,False,False,False,1,Germany,Baden-Wurttemberg,2020-03-06 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,False,False,False,False,1,Germany,Bavaria,2020-03-06 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,False,False,False,False,1,Germany,Bayern,2020-03-06 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,False,False,False,False,1,Germany,Berlin,2020-03-06 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,False,False,False,False,1,Germany,Brandenburg,2020-03-06 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,False,False,False,False,1,Germany,Bremen,2020-03-06 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,False,False,False,False,1,Germany,Hamburg,2020-03-06 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,False,False,False,False,1,Germany,Hessen,2020-03-06 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,False,False,False,False,1,Germany,Mecklenburg-Vorpommern,2020-03-06 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,False,False,False,False,1,Germany,Niedersachsen,2020-03-06 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,False,False,False,False,1,Germany,Nordrhein-Westfalen,2020-03-06 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,False,False,False,False,1,Germany,Repatriierte,2020-03-06 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,False,False,False,False,1,Germany,Rheinland-Pfalz,2020-03-06 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,False,False,False,False,1,Germany,Saarland,2020-03-06 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,False,False,False,False,1,Germany,Sachsen,2020-03-06 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,False,False,False,False,1,Germany,Sachsen-Anhalt,2020-03-06 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,False,False,False,False,1,Germany,Schleswig-Holstein,2020-03-06 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,False,False,False,False,1,Germany,Thuringen,2020-03-06 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,False,False,False,False,1,Germany,all,2020-03-06 00:00:00
True,False,False,False,False,False,1,1,0,,,False,0,True,True,False,False,False,False,False,False,False,3,United States of America,Washington,2020-03-05 00:00:00
True,True,True,False,False,False,0,0,0,,,False,0,False,False,False,False,False,False,False,False,False,1,Denmark,all,2020-03-04 00:00:00
True,False,False,False,False,False,0,0,0,,5000,False,0,False,False,False,False,False,False,False,False,False,1,Israel,all,2020-03-04 00:00:00
False,False,False,False,False,False,0,2,0,,,False,0,False,False,False,False,False,False,False,False,False,2,Italy,Abruzzo,2020-03-04 00:00:00
False,True,False,False,False,False,0,2,0,,,False,0,False,False,False,False,False,False,False,False,False,2,Italy,Basilicata,2020-03-04 00:00:00
False,False,False,False,False,False,0,2,0,,,False,0,False,False,False,False,False,False,False,False,False,2,Italy,Calabria,2020-03-04 00:00:00
False,False,False,False,False,False,0,2,0,,,False,0,False,False,False,False,False,False,False,False,False,2,Italy,Campania,2020-03-04 00:00:00
False,False,False,False,False,False,0,2,1,,,False,0,False,False,False,False,False,False,False,False,False,2,Italy,Friuli Venezia Giulia,2020-03-04 00:00:00
False,False,False,False,False,False,0,2,0,,,False,0,False,False,False,False,False,False,False,False,False,2,Italy,Lazio,2020-03-04 00:00:00
False,False,False,False,False,False,0,2,0,,,False,0,False,False,False,False,False,False,False,False,False,2,Italy,Molise,2020-03-04 00:00:00
False,False,False,False,False,False,0,2,0,,,False,0,False,False,False,False,False,False,False,False,False,2,Italy,P.A. Bolzano,2020-03-04 00:00:00
False,False,False,False,False,False,0,2,0,2,,False,0,False,False,False,False,False,False,False,False,False,2,Italy,Puglia,2020-03-04 00:00:00
False,False,False,False,False,False,0,2,0,,,False,0,False,False,False,False,False,False,False,False,False,2,Italy,Sardegna,2020-03-04 00:00:00
False,False,False,False,False,False,0,2,0,,,False,0,False,False,False,False,False,False,False,False,False,2,Italy,Sicilia,2020-03-04 00:00:00
False,False,False,False,False,False,0,2,0,,,False,0,False,False,False,False,False,False,False,False,False,2,Italy,Toscana,2020-03-04 00:00:00
False,False,False,False,False,False,0,2,0,,,False,0,False,False,False,False,False,False,False,False,False,2,Italy,Umbria,2020-03-04 00:00:00
False,False,False,False,False,False,0,2,0,,,False,0,False,False,False,False,False,False,False,False,False,2,Italy,Valle d'Aosta,2020-03-04 00:00:00
False,False,False,False,False,False,0,2,0,,,False,0,False,False,False,False,False,False,False,False,False,2,Italy,all,2020-03-04 00:00:00
True,False,False,False,False,False,1,1,0,,,False,0,False,True,False,False,False,False,False,False,False,3,United States of America,Washington,2020-03-04 00:00:00
True,False,False,False,False,False,0,1,0,,,False,0,False,True,False,False,False,False,False,False,False,2,United States of America,Washington,2020-03-03 00:00:00
True,True,False,False,False,False,0,0,0,,5000,False,0,False,False,False,False,False,False,False,False,False,1,France,Haute-Savoie,2020-03-02 00:00:00
False,True,False,False,False,False,0,0,0,,5000,False,0,False,False,False,False,False,False,False,False,False,1,France,all,2020-03-02 00:00:00
False,False,False,False,False,False,0,2,0,,,False,0,False,False,False,False,False,False,False,False,False,2,Japan,all,2020-03-02 00:00:00
False,False,True,False,False,False,0,0,0,,1000,False,0,False,False,False,False,False,False,False,False,False,1,Switzerland,AG,2020-03-02 00:00:00
False,False,True,False,False,False,0,0,0,,1000,False,0,False,False,False,False,False,False,False,False,False,1,Switzerland,AI,2020-03-02 00:00:00
False,False,True,False,False,False,0,0,0,,1000,False,0,False,False,False,False,False,False,False,False,False,1,Switzerland,AR,2020-03-02 00:00:00
False,False,True,False,False,False,0,0,0,,1000,False,0,False,False,False,False,False,False,False,False,False,1,Switzerland,BE,2020-03-02 00:00:00
False,False,True,False,False,False,0,0,0,,1000,False,0,False,False,False,False,False,False,False,False,False,1,Switzerland,BL,2020-03-02 00:00:00
False,False,True,False,False,False,0,0,0,,1000,False,0,False,False,False,False,False,False,False,False,False,1,Switzerland,BS,2020-03-02 00:00:00
False,False,True,False,False,False,0,0,0,,1000,False,0,False,False,False,False,False,False,False,False,False,1,Switzerland,FR,2020-03-02 00:00:00
False,False,True,False,False,False,0,0,0,,1000,False,0,False,False,False,False,False,False,False,False,False,1,Switzerland,GE,2020-03-02 00:00:00
False,False,True,False,False,False,0,0,0,,1000,False,0,False,False,False,False,False,False,False,False,False,1,Switzerland,GL,2020-03-02 00:00:00
False,False,True,False,False,False,0,0,0,,1000,False,0,False,False,False,False,False,False,False,False,False,1,Switzerland,GR,2020-03-02 00:00:00
False,False,True,False,False,False,0,0,0,,1000,False,0,False,False,False,False,False,False,False,False,False,1,Switzerland,JU,2020-03-02 00:00:00
False,False,True,False,False,False,0,0,0,,1000,False,0,False,False,False,False,False,False,False,False,False,1,Switzerland,LU,2020-03-02 00:00:00
False,False,True,False,False,False,0,0,0,,1000,False,0,False,False,False,False,False,False,False,False,False,1,Switzerland,NE,2020-03-02 00:00:00
False,False,True,False,False,False,0,0,0,,1000,False,0,False,False,False,False,False,False,False,False,False,1,Switzerland,NW,2020-03-02 00:00:00
False,False,True,False,False,False,0,0,0,,1000,False,0,False,False,False,False,False,False,False,False,False,1,Switzerland,OW,2020-03-02 00:00:00
False,False,True,False,False,False,0,0,0,,1000,False,0,False,False,False,False,False,False,False,False,False,1,Switzerland,SG,2020-03-02 00:00:00
False,False,True,False,False,False,0,0,0,,1000,False,0,False,False,False,False,False,False,False,False,False,1,Switzerland,SH,2020-03-02 00:00:00
False,False,True,False,False,False,0,0,0,,1000,False,0,False,False,False,False,False,False,False,False,False,1,Switzerland,SO,2020-03-02 00:00:00
False,False,True,False,False,False,0,0,0,,1000,False,0,False,False,False,False,False,False,False,False,False,1,Switzerland,SZ,2020-03-02 00:00:00
False,False,True,False,False,False,0,0,0,,1000,False,0,False,False,False,False,False,False,False,False,False,1,Switzerland,TG,2020-03-02 00:00:00
False,False,True,False,False,False,0,0,0,,1000,False,0,False,False,False,False,False,False,False,False,False,1,Switzerland,TI,2020-03-02 00:00:00
False,False,True,False,False,False,0,0,0,,1000,False,0,False,False,False,False,False,False,False,False,False,1,Switzerland,UR,2020-03-02 00:00:00
False,False,True,False,False,False,0,0,0,,1000,False,0,False,False,False,False,False,False,False,False,False,1,Switzerland,VD,2020-03-02 00:00:00
False,False,True,False,False,False,0,0,0,,1000,False,0,False,False,False,False,False,False,False,False,False,1,Switzerland,VS,2020-03-02 00:00:00
False,False,True,False,False,False,0,0,0,,1000,False,0,False,False,False,False,False,False,False,False,False,1,Switzerland,ZG,2020-03-02 00:00:00
False,False,True,False,False,False,0,0,0,,1000,False,0,False,False,False,False,False,False,False,False,False,1,Switzerland,ZH,2020-03-02 00:00:00
False,False,True,False,False,False,0,0,0,,1000,False,0,False,False,False,False,False,False,False,False,False,1,Switzerland,all,2020-03-02 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,False,False,False,False,1,Czechia,Hlavni mesto Praha,2020-03-01 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,False,False,False,False,1,Czechia,Jihocesky kraj,2020-03-01 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,False,False,False,False,1,Czechia,Jihomoravsky kraj,2020-03-01 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,False,False,False,False,1,Czechia,Karlovarsky kraj,2020-03-01 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,False,False,False,False,1,Czechia,Kraj Vysocina,2020-03-01 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,False,False,False,False,1,Czechia,Kralovehradecky kraj,2020-03-01 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,False,False,False,False,1,Czechia,Liberecky kraj,2020-03-01 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,False,False,False,False,1,Czechia,Moravskoslezsky kraj,2020-03-01 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,False,False,False,False,1,Czechia,Nezjisteno,2020-03-01 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,False,False,False,False,1,Czechia,Olomoucky kraj,2020-03-01 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,False,False,False,False,1,Czechia,Pardubicky kraj,2020-03-01 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,False,False,False,False,1,Czechia,Plzensky kraj,2020-03-01 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,False,False,False,False,1,Czechia,Stredocesky kraj,2020-03-01 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,False,False,False,False,1,Czechia,Ustecky kraj,2020-03-01 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,False,False,False,False,1,Czechia,Zlinsky kraj,2020-03-01 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,False,False,False,False,1,Czechia,all,2020-03-01 00:00:00
True,False,False,False,False,False,0,1,0,,,False,0,False,False,False,False,False,False,False,False,False,2,United States of America,Washington,2020-03-01 00:00:00
True,False,True,False,False,False,0,0,0,,,False,0,False,False,False,False,False,False,False,False,False,1,Denmark,all,2020-02-29 00:00:00
True,False,False,False,False,False,0,0,0,,5000,False,0,False,False,False,False,False,False,False,False,False,1,France,Haute-Savoie,2020-02-29 00:00:00
False,False,False,False,False,False,0,0,0,,5000,False,0,False,False,False,False,False,False,False,False,False,1,France,all,2020-02-29 00:00:00
False,False,False,False,False,False,0,1,0,,,False,0,False,False,False,False,False,False,False,False,False,2,Italy,Sicilia,2020-02-29 00:00:00
False,False,False,False,False,False,0,0,0,,1000,False,0,False,False,False,False,False,False,False,False,False,1,Switzerland,AG,2020-02-28 00:00:00
False,False,False,False,False,False,0,0,0,,1000,False,0,False,False,False,False,False,False,False,False,False,1,Switzerland,AI,2020-02-28 00:00:00
False,False,False,False,False,False,0,0,0,,1000,False,0,False,False,False,False,False,False,False,False,False,1,Switzerland,AR,2020-02-28 00:00:00
False,False,False,False,False,False,0,0,0,,1000,False,0,False,False,False,False,False,False,False,False,False,1,Switzerland,BE,2020-02-28 00:00:00
False,False,False,False,False,False,0,0,0,,1000,False,0,False,False,False,False,False,False,False,False,False,1,Switzerland,BL,2020-02-28 00:00:00
False,False,False,False,False,False,0,0,0,,1000,False,0,False,False,False,False,False,False,False,False,False,1,Switzerland,BS,2020-02-28 00:00:00
False,False,False,False,False,False,0,0,0,,1000,False,0,False,False,False,False,False,False,False,False,False,1,Switzerland,FR,2020-02-28 00:00:00
False,False,False,False,False,False,0,0,0,,1000,False,0,False,False,False,False,False,False,False,False,False,1,Switzerland,GE,2020-02-28 00:00:00
False,False,False,False,False,False,0,0,0,,1000,False,0,False,False,False,False,False,False,False,False,False,1,Switzerland,GL,2020-02-28 00:00:00
False,False,False,False,False,False,0,0,0,,1000,False,0,False,False,False,False,False,False,False,False,False,1,Switzerland,GR,2020-02-28 00:00:00
False,False,False,False,False,False,0,0,0,,1000,False,0,False,False,False,False,False,False,False,False,False,1,Switzerland,JU,2020-02-28 00:00:00
False,False,False,False,False,False,0,0,0,,1000,False,0,False,False,False,False,False,False,False,False,False,1,Switzerland,LU,2020-02-28 00:00:00
False,False,False,False,False,False,0,0,0,,1000,False,0,False,False,False,False,False,False,False,False,False,1,Switzerland,NE,2020-02-28 00:00:00
False,False,False,False,False,False,0,0,0,,1000,False,0,False,False,False,False,False,False,False,False,False,1,Switzerland,NW,2020-02-28 00:00:00
False,False,False,False,False,False,0,0,0,,1000,False,0,False,False,False,False,False,False,False,False,False,1,Switzerland,OW,2020-02-28 00:00:00
False,False,False,False,False,False,0,0,0,,1000,False,0,False,False,False,False,False,False,False,False,False,1,Switzerland,SG,2020-02-28 00:00:00
False,False,False,False,False,False,0,0,0,,1000,False,0,False,False,False,False,False,False,False,False,False,1,Switzerland,SH,2020-02-28 00:00:00
False,False,False,False,False,False,0,0,0,,1000,False,0,False,False,False,False,False,False,False,False,False,1,Switzerland,SO,2020-02-28 00:00:00
False,False,False,False,False,False,0,0,0,,1000,False,0,False,False,False,False,False,False,False,False,False,1,Switzerland,SZ,2020-02-28 00:00:00
False,False,False,False,False,False,0,0,0,,1000,False,0,False,False,False,False,False,False,False,False,False,1,Switzerland,TG,2020-02-28 00:00:00
False,False,False,False,False,False,0,0,0,,1000,False,0,False,False,False,False,False,False,False,False,False,1,Switzerland,TI,2020-02-28 00:00:00
False,False,False,False,False,False,0,0,0,,1000,False,0,False,False,False,False,False,False,False,False,False,1,Switzerland,UR,2020-02-28 00:00:00
False,False,False,False,False,False,0,0,0,,1000,False,0,False,False,False,False,False,False,False,False,False,1,Switzerland,VD,2020-02-28 00:00:00
False,False,False,False,False,False,0,0,0,,1000,False,0,False,False,False,False,False,False,False,False,False,1,Switzerland,VS,2020-02-28 00:00:00
False,False,False,False,False,False,0,0,0,,1000,False,0,False,False,False,False,False,False,False,False,False,1,Switzerland,ZG,2020-02-28 00:00:00
False,False,False,False,False,False,0,0,0,,1000,False,0,False,False,False,False,False,False,False,False,False,1,Switzerland,ZH,2020-02-28 00:00:00
False,False,False,False,False,False,0,0,0,,1000,False,0,False,False,False,False,False,False,False,False,False,1,Switzerland,all,2020-02-28 00:00:00
False,False,False,False,False,False,0,1,0,,,False,0,False,False,False,False,False,False,False,False,False,2,Italy,Abruzzo,2020-02-27 00:00:00
False,False,False,False,False,False,1,2,1,,,False,0,False,False,False,False,False,False,False,False,False,3,Italy,Emilia Romagna,2020-02-27 00:00:00
False,False,False,False,False,False,0,1,1,,,False,0,False,False,False,False,False,False,False,False,False,2,Italy,Friuli Venezia Giulia,2020-02-27 00:00:00
False,False,False,False,False,False,1,2,0,,,False,0,False,False,False,False,False,False,False,False,False,3,Italy,Marche,2020-02-27 00:00:00
False,False,False,False,False,False,0,2,0,,,False,0,False,False,False,False,False,False,False,False,False,2,Italy,P.A. Trento,2020-02-27 00:00:00
False,False,False,False,False,False,0,1,0,2,,False,0,False,False,False,False,False,False,False,False,False,2,Italy,Puglia,2020-02-27 00:00:00
False,False,False,False,False,False,0,2,2,,,False,0,False,False,False,False,False,False,False,False,False,2,Italy,Veneto,2020-02-27 00:00:00
False,False,False,False,False,False,0,1,0,,,False,0,False,False,False,False,False,False,False,False,False,2,Italy,Campania,2020-02-26 00:00:00
False,False,False,False,False,False,0,1,0,,,False,0,False,False,False,False,False,False,False,False,False,2,Italy,Sicilia,2020-02-26 00:00:00
False,True,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,False,False,False,False,1,Italy,Basilicata,2020-02-24 00:00:00
False,False,False,False,False,False,0,1,0,,,False,0,False,False,False,False,False,False,False,False,False,2,Italy,Friuli Venezia Giulia,2020-02-24 00:00:00
False,True,False,False,False,False,1,2,0,,,False,0,False,False,False,False,False,False,False,False,False,3,Italy,Liguria,2020-02-24 00:00:00
False,False,False,False,False,False,0,1,0,,,False,0,False,False,False,False,False,False,False,False,False,2,Italy,P.A. Trento,2020-02-24 00:00:00
False,False,False,False,False,False,0,2,1,,,False,0,False,False,False,False,False,False,False,False,False,2,Italy,Piemonte,2020-02-24 00:00:00
True,True,False,False,False,False,0,0,0,,,False,0,False,False,True,False,False,True,True,True,False,1,Taiwan,all,2020-02-24 00:00:00
False,False,False,False,False,False,1,2,1,2,,False,1,False,False,False,False,False,False,False,False,False,3,Italy,Lombardia,2020-02-23 00:00:00
False,False,False,False,False,False,0,2,0,,,False,0,False,False,False,False,False,False,False,False,False,2,Italy,Piemonte,2020-02-23 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,False,False,False,False,1,Israel,all,2020-02-21 00:00:00
False,False,False,False,False,False,0,1,0,,,False,0,False,False,False,False,False,False,False,False,False,2,Italy,Emilia Romagna,2020-02-21 00:00:00
False,False,False,False,False,False,1,1,1,,,False,1,False,False,False,False,False,False,False,False,False,3,Italy,Lombardia,2020-02-21 00:00:00
True,True,False,False,False,False,0,0,0,,,False,0,False,False,True,False,False,True,False,True,False,1,Taiwan,all,2020-02-19 00:00:00
True,True,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,True,False,True,False,1,Taiwan,all,2020-02-15 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,False,False,False,False,1,France,Haute-Savoie,2020-02-08 00:00:00
True,False,True,False,False,False,0,0,0,,,False,0,False,False,False,False,False,True,False,True,True,1,Singapore,all,2020-02-07 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,False,False,False,False,1,South Korea,all,2020-02-02 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,True,False,True,False,1,Taiwan,all,2020-02-01 00:00:00
True,False,True,False,False,False,0,0,0,,,False,0,False,False,False,False,False,False,False,False,False,1,Spain,Andalucia,2020-01-31 00:00:00
True,False,True,False,False,False,0,0,0,,,False,0,False,False,False,False,False,False,False,False,False,1,Spain,Aragon,2020-01-31 00:00:00
True,False,True,False,False,False,0,0,0,,,False,0,False,False,False,False,False,False,False,False,False,1,Spain,Asturias,2020-01-31 00:00:00
True,False,True,False,False,False,0,0,0,,,False,0,False,False,False,False,False,False,False,False,False,1,Spain,Baleares,2020-01-31 00:00:00
True,False,True,False,False,False,0,0,0,,,False,0,False,False,False,False,False,False,False,False,False,1,Spain,CValenciana,2020-01-31 00:00:00
True,False,True,False,False,False,0,0,0,,,False,0,False,False,False,False,False,False,False,False,False,1,Spain,Canarias,2020-01-31 00:00:00
True,False,True,False,False,False,0,0,0,,,False,0,False,False,False,False,False,False,False,False,False,1,Spain,Cantabria,2020-01-31 00:00:00
True,False,True,False,False,False,0,0,0,,,False,0,False,False,False,False,False,False,False,False,False,1,Spain,Castilla-LaMancha,2020-01-31 00:00:00
True,False,True,False,False,False,0,0,0,,,False,0,False,False,False,False,False,False,False,False,False,1,Spain,CastillaLaMancha,2020-01-31 00:00:00
True,False,True,False,False,False,0,0,0,,,False,0,False,False,False,False,False,False,False,False,False,1,Spain,CastillayLeon,2020-01-31 00:00:00
True,False,True,False,False,False,0,0,0,,,False,0,False,False,False,False,False,False,False,False,False,1,Spain,Cataluna,2020-01-31 00:00:00
True,False,True,False,False,False,0,0,0,,,False,0,False,False,False,False,False,False,False,False,False,1,Spain,Ceuta,2020-01-31 00:00:00
True,False,True,False,False,False,0,0,0,,,False,0,False,False,False,False,False,False,False,False,False,1,Spain,Extremadura,2020-01-31 00:00:00
True,False,True,False,False,False,0,0,0,,,False,0,False,False,False,False,False,False,False,False,False,1,Spain,Galicia,2020-01-31 00:00:00
True,False,True,False,False,False,0,0,0,,,False,0,False,False,False,False,False,False,False,False,False,1,Spain,LaRioja,2020-01-31 00:00:00
True,False,True,False,False,False,0,0,0,,,False,0,False,False,False,False,False,False,False,False,False,1,Spain,Madrid,2020-01-31 00:00:00
True,False,True,False,False,False,0,0,0,,,False,0,False,False,False,False,False,False,False,False,False,1,Spain,Melilla,2020-01-31 00:00:00
True,False,True,False,False,False,0,0,0,,,False,0,False,False,False,False,False,False,False,False,False,1,Spain,Murcia,2020-01-31 00:00:00
True,False,True,False,False,False,0,0,0,,,False,0,False,False,False,False,False,False,False,False,False,1,Spain,Navarra,2020-01-31 00:00:00
True,False,True,False,False,False,0,0,0,,,False,0,False,False,False,False,False,False,False,False,False,1,Spain,PaisVasco,2020-01-31 00:00:00
