exposure_to_patient_isolation,enter_area_isolation,appearance_of_symptoms_isolation,risk_groups_isolation,full_quarantine,partial_quarantine,unnecessary_business,educational_institutions,religious_institutions,distance_saving_instructions,congregation_restriction,prohibition_entering_country,public_transport_restriction,limit_hospital_visits,limit_retirement_homes_visits,disinfecting_public_spaces,police_army_enforcement,fines_and_incarceration,encouragement_using_masks,encouragement_using_gloves,encouragement_using_hand_sanitizers,wide_temperature_tests,lockdown_level,country,province,start_date
True,False,False,True,False,False,1,2,0,,,False,1,False,False,False,False,False,False,False,False,False,3,United Kingdom,Torbay,2020-03-20 00:00:00
True,False,False,True,False,False,1,2,0,,,False,1,False,False,False,False,False,False,False,False,False,3,United Kingdom,Torfaen County Borough Council,2020-03-20 00:00:00
True,False,False,True,False,False,1,2,0,,,False,1,False,False,False,False,False,False,False,False,False,3,United Kingdom,Total:,2020-03-20 00:00:00
True,False,False,True,False,False,1,2,0,,,False,1,False,False,False,False,False,False,False,False,False,3,United Kingdom,Tower Hamlets,2020-03-20 00:00:00
True,False,False,True,False,False,1,2,0,,,False,1,False,False,False,False,False,False,False,False,False,3,United Kingdom,Trafford,2020-03-20 00:00:00
True,False,False,True,False,False,1,2,0,,,False,1,False,False,False,False,False,False,False,False,False,3,United Kingdom,Vale of Glamorgan Council,2020-03-20 00:00:00
True,False,False,True,False,False,1,2,0,,,False,1,False,False,False,False,False,False,False,False,False,3,United Kingdom,Wakefield,2020-03-20 00:00:00
True,False,False,True,False,False,1,2,0,,,False,1,False,False,False,False,False,False,False,False,False,3,United Kingdom,Wales,2020-03-20 00:00:00
True,False,False,True,False,False,1,2,0,,,False,1,False,False,False,False,False,False,False,False,False,3,United Kingdom,Walsall,2020-03-20 00:00:00
True,False,False,True,False,False,1,2,0,,,False,1,False,False,False,False,False,False,False,False,False,3,United Kingdom,Waltham Forest,2020-03-20 00:00:00
True,False,False,True,False,False,1,2,0,,,False,1,False,False,False,False,False,False,False,False,False,3,United Kingdom,Wandsworth,2020-03-20 00:00:00
True,False,False,True,False,False,1,2,0,,,False,1,False,False,False,False,False,False,False,False,False,3,United Kingdom,Warrington,2020-03-20 00:00:00
True,False,False,True,False,False,1,2,0,,,False,1,False,False,False,False,False,False,False,False,False,3,United Kingdom,Warwickshire,2020-03-20 00:00:00
True,False,False,True,False,False,1,2,0,,,False,1,False,False,False,False,False,False,False,False,False,3,United Kingdom,West Berkshire,2020-03-20 00:00:00
True,False,False,True,False,False,1,2,0,,,False,1,False,False,False,False,False,False,False,False,False,3,United Kingdom,West Sussex,2020-03-20 00:00:00
True,False,False,True,False,False,1,2,0,,,False,1,False,False,False,False,False,False,False,False,False,3,United Kingdom,Westminster,2020-03-20 00:00:00
True,False,False,True,False,False,1,2,0,,,False,1,False,False,False,False,False,False,False,False,False,3,United Kingdom,Wigan,2020-03-20 00:00:00
True,False,False,True,False,False,1,2,0,,,False,1,False,False,False,False,False,False,False,False,False,3,United Kingdom,Wiltshire,2020-03-20 00:00:00
True,False,False,True,False,False,1,2,0,,,False,1,False,False,False,False,False,False,False,False,False,3,United Kingdom,Windsor and Maidenhead,2020-03-20 00:00:00
True,False,False,True,False,False,1,2,0,,,False,1,False,False,False,False,False,False,False,False,False,3,United Kingdom,Wirral,2020-03-20 00:00:00
True,False,False,True,False,False,1,2,0,,,False,1,False,False,False,False,False,False,False,False,False,3,United Kingdom,Wokingham,2020-03-20 00:00:00
True,False,False,True,False,False,1,2,0,,,False,1,False,False,False,False,False,False,False,False,False,3,United Kingdom,Wolverhampton,2020-03-20 00:00:00
True,False,False,True,False,False,1,2,0,,,False,1,False,False,False,False,False,False,False,False,False,3,United Kingdom,Worcestershire,2020-03-20 00:00:00
True,False,False,True,False,False,1,2,0,,,False,1,False,False,False,False,False,False,False,False,False,3,United Kingdom,Wrexham County Borough Council,2020-03-20 00:00:00
True,False,False,True,False,False,1,2,0,,,False,1,False,False,False,False,False,False,False,False,False,3,United Kingdom,York,2020-03-20 00:00:00
True,False,False,True,False,False,1,2,0,,,False,1,False,False,False,False,False,False,False,False,False,3,United Kingdom,all,2020-03-20 00:00:00
True,False,True,True,False,False,2,2,0,1,10,False,1,True,True,True,False,False,False,False,False,False,3,United States of America,Washington,2020-03-20 00:00:00
True,True,False,False,False,False,0,0,0,1.5,500,False,0,False,True,False,True,True,False,False,False,False,1,Australia,New South Wales,2020-03-19 00:00:00
True,True,False,False,False,False,0,0,0,1.5,500,False,0,False,True,False,False,True,False,False,False,False,1,Australia,Queensland,2020-03-19 00:00:00
True,True,False,False,False,False,0,0,0,1.5,500,False,0,False,True,False,True,True,False,False,False,False,1,Australia,South Australia,2020-03-19 00:00:00
True,True,False,False,False,False,0,0,0,1.5,500,False,0,False,True,False,True,True,False,False,False,False,1,Australia,Victoria,2020-03-19 00:00:00
True,True,False,False,False,False,0,0,0,1.5,500,False,0,False,True,False,True,True,False,False,False,False,1,Australia,Western Australia,2020-03-19 00:00:00
True,True,False,False,False,False,0,0,0,1.5,500,False,0,False,True,False,False,True,False,False,False,False,1,Australia,all,2020-03-19 00:00:00
False,True,False,False,False,False,2,2,0,1,5,False,0,True,False,False,True,True,False,False,False,False,3,Austria,Burgenland,2020-03-19 00:00:00
False,True,False,False,False,False,2,2,0,1,5,False,0,True,False,False,True,True,False,False,False,False,3,Austria,Karnten,2020-03-19 00:00:00
False,True,False,False,False,False,2,2,0,1,5,False,0,True,False,False,True,True,False,False,False,False,3,Austria,Niederosterreich,2020-03-19 00:00:00
False,True,False,False,False,False,2,2,0,1,5,False,0,True,False,False,True,True,False,False,False,False,3,Austria,Oberosterreich,2020-03-19 00:00:00
False,True,False,False,False,False,2,2,0,1,5,False,0,True,False,False,True,True,False,False,False,False,3,Austria,Salzburg,2020-03-19 00:00:00
False,True,False,False,False,False,2,2,0,1,5,False,0,True,False,False,True,True,False,False,False,False,3,Austria,Steiermark,2020-03-19 00:00:00
False,True,False,False,False,False,2,2,0,1,5,True,0,True,False,False,True,True,False,False,False,False,3,Austria,Tirol,2020-03-19 00:00:00
False,True,False,False,False,False,2,2,0,1,5,False,0,True,False,False,True,True,False,False,False,False,3,Austria,Vorarlberg,2020-03-19 00:00:00
False,True,False,False,False,False,2,2,0,1,5,False,0,True,False,False,True,True,False,False,False,False,3,Austria,Wien,2020-03-19 00:00:00
False,True,False,False,False,False,2,2,0,1,5,False,0,True,False,False,True,True,False,False,False,False,3,Austria,all,2020-03-19 00:00:00
False,True,False,False,False,False,2,0,0,,10,True,0,False,False,False,False,True,False,False,False,False,3,Canada,New Brunswick,2020-03-19 00:00:00
True,True,True,True,False,True,2,2,2,,30,True,0,True,True,False,True,True,True,True,False,True,4,Czechia,Hlavni mesto Praha,2020-03-19 00:00:00
True,True,True,True,False,True,2,2,2,,30,True,0,True,True,False,True,True,True,True,False,True,4,Czechia,Jihocesky kraj,2020-03-19 00:00:00
True,True,True,True,False,True,2,2,2,,30,True,0,True,True,False,True,True,True,True,False,True,4,Czechia,Jihomoravsky kraj,2020-03-19 00:00:00
True,True,True,True,False,True,2,2,2,,30,True,0,True,True,False,True,True,True,True,False,True,4,Czechia,Karlovarsky kraj,2020-03-19 00:00:00
True,True,True,True,False,True,2,2,2,,30,True,0,True,True,False,True,True,True,True,False,True,4,Czechia,Kraj Vysocina,2020-03-19 00:00:00
True,True,True,True,False,True,2,2,2,,30,True,0,True,True,False,True,True,True,True,False,True,4,Czechia,Kralovehradecky kraj,2020-03-19 00:00:00
True,True,True,True,False,True,2,2,2,,30,True,0,True,True,False,True,True,True,True,False,True,4,Czechia,Liberecky kraj,2020-03-19 00:00:00
True,True,True,True,False,True,2,2,2,,30,True,0,True,True,False,True,True,True,True,False,True,4,Czechia,Moravskoslezsky kraj,2020-03-19 00:00:00
True,True,True,True,False,True,2,2,2,,30,True,0,True,True,False,True,True,True,True,False,True,4,Czechia,Nezjisteno,2020-03-19 00:00:00
True,True,True,True,False,True,2,2,2,,30,True,0,True,True,False,True,True,True,True,False,True,4,Czechia,Olomoucky kraj,2020-03-19 00:00:00
True,True,True,True,False,True,2,2,2,,30,True,0,True,True,False,True,True,True,True,False,True,4,Czechia,Pardubicky kraj,2020-03-19 00:00:00
True,True,True,True,False,True,2,2,2,,30,True,0,True,True,False,True,True,True,True,False,True,4,Czechia,Plzensky kraj,2020-03-19 00:00:00
True,True,True,True,False,True,2,2,2,,30,True,0,True,True,False,True,True,True,True,False,True,4,Czechia,Stredocesky kraj,2020-03-19 00:00:00
True,True,True,True,False,True,2,2,2,,30,True,0,True,True,False,True,True,True,True,False,True,4,Czechia,Ustecky kraj,2020-03-19 00:00:00
True,True,True,True,False,True,2,2,2,,30,True,0,True,True,False,True,True,True,True,False,True,4,Czechia,Zlinsky kraj,2020-03-19 00:00:00
True,True,True,True,False,True,2,2,2,,30,True,0,True,True,False,True,True,True,True,False,True,4,Czechia,all,2020-03-19 00:00:00
True,True,True,False,False,True,2,2,1,2,10,True,1,False,False,True,True,True,False,False,False,False,4,Israel,all,2020-03-19 00:00:00
False,True,False,False,False,False,1,2,0,,,True,0,False,True,False,False,True,False,False,False,False,3,Norway,all,2020-03-19 00:00:00
True,True,False,False,False,False,0,0,0,,,True,0,False,False,True,False,False,True,True,True,False,2,Taiwan,all,2020-03-19 00:00:00
True,False,False,True,False,True,2,2,2,2,10,False,1,True,True,False,False,False,False,False,False,False,4,United States of America,California,2020-03-19 00:00:00
True,False,True,True,False,False,1,2,0,1,10,False,1,True,True,True,False,False,False,False,False,False,3,United States of America,Washington,2020-03-19 00:00:00
True,True,False,False,False,False,0,0,0,1.5,500,False,0,False,False,False,True,True,False,False,False,False,1,Australia,South Australia,2020-03-18 00:00:00
False,False,False,False,False,False,2,2,0,1,5,False,0,True,False,False,True,True,False,False,False,False,3,Austria,Burgenland,2020-03-18 00:00:00
False,False,False,False,False,False,2,2,0,1,5,False,0,True,False,False,True,True,False,False,False,False,3,Austria,Karnten,2020-03-18 00:00:00
False,False,False,False,False,False,2,2,0,1,5,False,0,True,False,False,True,True,False,False,False,False,3,Austria,Niederosterreich,2020-03-18 00:00:00
False,False,False,False,False,False,2,2,0,1,5,False,0,True,False,False,True,True,False,False,False,False,3,Austria,Oberosterreich,2020-03-18 00:00:00
False,False,False,False,False,False,2,2,0,1,5,False,0,True,False,False,True,True,False,False,False,False,3,Austria,Salzburg,2020-03-18 00:00:00
False,False,False,False,False,False,2,2,0,1,5,False,0,True,False,False,True,True,False,False,False,False,3,Austria,Steiermark,2020-03-18 00:00:00
False,False,False,False,False,False,2,2,0,1,5,False,0,True,False,False,True,True,False,False,False,False,3,Austria,Tirol,2020-03-18 00:00:00
False,False,False,False,False,False,2,2,0,1,5,False,0,True,False,False,True,True,False,False,False,False,3,Austria,Vorarlberg,2020-03-18 00:00:00
False,False,False,False,False,False,2,2,0,1,5,False,0,True,False,False,True,True,False,False,False,False,3,Austria,Wien,2020-03-18 00:00:00
False,False,False,False,False,False,2,2,0,1,5,False,0,True,False,False,True,True,False,False,False,False,3,Austria,all,2020-03-18 00:00:00
False,False,False,False,False,False,0,2,0,,50,True,0,False,False,False,False,True,False,False,False,False,2,Canada,British Columbia,2020-03-18 00:00:00
False,True,False,False,False,False,2,0,0,,10,True,0,False,False,False,False,True,False,False,False,False,3,Canada,Newfoundland and Labrador,2020-03-18 00:00:00
False,True,False,False,False,False,2,0,0,,0,True,0,False,False,False,False,False,False,False,False,False,3,Canada,Northwest Territories,2020-03-18 00:00:00
False,True,False,False,False,False,1,0,0,2,10,True,0,False,False,False,False,True,False,False,False,False,3,Canada,Saskatchewan,2020-03-18 00:00:00
True,True,True,False,False,True,1,2,0,2,10,True,0,True,True,False,True,True,False,False,False,False,4,Denmark,all,2020-03-18 00:00:00
True,True,True,True,False,True,1,2,0,1,100,True,1,False,True,False,True,True,False,False,False,False,4,France,Haute-Savoie,2020-03-18 00:00:00
True,True,True,True,False,True,1,2,0,1,100,True,1,False,True,False,True,True,False,False,False,False,4,France,all,2020-03-18 00:00:00
True,True,True,False,False,False,1,2,1,,2,False,1,False,False,False,True,True,False,False,False,False,3,Germany,Baden-Wurttemberg,2020-03-18 00:00:00
True,True,True,False,False,False,1,2,1,,2,False,1,False,False,False,True,True,False,False,False,False,3,Germany,Bavaria,2020-03-18 00:00:00
True,True,True,False,False,False,1,2,1,,2,False,1,False,False,False,True,True,False,False,False,False,3,Germany,Bayern,2020-03-18 00:00:00
True,True,True,False,False,False,1,2,1,,2,False,1,False,False,False,True,True,False,False,False,False,3,Germany,Berlin,2020-03-18 00:00:00
True,True,True,False,False,False,1,2,1,,2,False,1,False,False,False,True,True,False,False,False,False,3,Germany,Brandenburg,2020-03-18 00:00:00
True,True,True,False,False,False,1,2,1,,2,False,1,False,False,False,True,True,False,False,False,False,3,Germany,Bremen,2020-03-18 00:00:00
True,True,True,False,False,False,1,2,1,,2,False,1,False,False,False,True,True,False,False,False,False,3,Germany,Hamburg,2020-03-18 00:00:00
True,True,True,False,False,False,1,2,1,,2,False,1,False,False,False,True,True,False,False,False,False,3,Germany,Hessen,2020-03-18 00:00:00
True,True,True,False,False,False,1,2,1,,2,False,1,False,False,False,True,True,False,False,False,False,3,Germany,Mecklenburg-Vorpommern,2020-03-18 00:00:00
True,True,True,False,False,False,1,2,1,,2,False,1,False,False,False,True,True,False,False,False,False,3,Germany,Niedersachsen,2020-03-18 00:00:00
True,True,True,False,False,False,1,2,1,,2,False,1,False,False,False,True,True,False,False,False,False,3,Germany,Nordrhein-Westfalen,2020-03-18 00:00:00
True,True,True,False,False,False,1,2,1,,2,False,1,False,False,False,True,True,False,False,False,False,3,Germany,Repatriierte,2020-03-18 00:00:00
True,True,True,False,False,False,1,2,1,,2,False,1,False,False,False,True,True,False,False,False,False,3,Germany,Rheinland-Pfalz,2020-03-18 00:00:00
True,True,True,False,False,False,1,2,1,,2,False,1,False,False,False,True,True,False,False,False,False,3,Germany,Saarland,2020-03-18 00:00:00
True,True,True,False,False,False,1,2,1,,2,False,1,False,False,False,True,True,False,False,False,False,3,Germany,Sachsen,2020-03-18 00:00:00
True,True,True,False,False,False,1,2,1,,2,False,1,False,False,False,True,True,False,False,False,False,3,Germany,Sachsen-Anhalt,2020-03-18 00:00:00
True,True,True,False,False,False,1,2,1,,2,False,1,False,False,False,True,True,False,False,False,False,3,Germany,Schleswig-Holstein,2020-03-18 00:00:00
True,True,True,False,False,False,1,2,1,,2,False,1,False,False,False,True,True,False,False,False,False,3,Germany,Thuringen,2020-03-18 00:00:00
True,True,True,False,False,False,1,2,1,,2,False,1,False,False,False,True,True,False,False,False,False,3,Germany,all,2020-03-18 00:00:00
False,False,False,False,False,False,0,1,0,,500,True,0,True,True,False,True,True,False,False,True,False,2,Sweden,Blekinge,2020-03-18 00:00:00
False,False,False,False,False,False,0,1,0,,500,True,0,False,False,False,True,True,False,False,True,False,2,Sweden,all,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Aneurin Bevan,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Ayrshire and Arran,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Barking and Dagenham,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Barnet,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Barnsley,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Bath and North East Somerset,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Bedford,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Betsi Cadwaladr,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Bexley,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Birmingham,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Blackburn with Darwen,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Blackpool,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Blaenau Gwent County Borough Council,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Bolton,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Borders,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,"Bournemouth, Christchurch and Poole",2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Bracknell Forest,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Bradford,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Brent,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Bridgend County Borough Council,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Brighton and Hove,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,"Bristol, City of",2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Bromley,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Buckinghamshire,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Bury,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Caerphilly County Borough Council,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Calderdale,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Cambridgeshire,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Camden,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Cardiff and Vale,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Carmarthenshire County Council,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Central Bedfordshire,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Ceredigion County Council,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Cheshire East,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Cheshire West and Chester,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,City and County of Swansea,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,City of Cardiff Council,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Conwy County Borough Council,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Cornwall and Isles of Scilly,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,County Durham,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Coventry,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Croydon,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Cumbria,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Cwm Taf,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Darlington,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Denbighshire County Council,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Derby,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Derbyshire,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Devon,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Doncaster,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Dorset,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Dudley,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Dumfries and Galloway,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Ealing,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,East Riding of Yorkshire,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,East Sussex,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Enfield,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Essex,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Fife,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Flintshire County Council,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Forth Valley,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Gateshead,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Gloucestershire,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Grampian,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Greater Glasgow and Clyde,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Greenwich,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Gwynedd Council,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Hackney and City of London,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Halton,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Hammersmith and Fulham,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Hampshire,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Haringey,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Harrow,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Hartlepool,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Havering,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,"Herefordshire, County of",2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Hertfordshire,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Highland,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Hillingdon,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Hounslow,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Hywel Dda,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Isle of Anglesey County Council,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Isle of Wight,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Islington,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Kensington and Chelsea,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Kent,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,"Kingston upon Hull, City of",2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Kingston upon Thames,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Kirklees,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Knowsley,2020-03-18 00:00:00
