exposure_to_patient_isolation,enter_area_isolation,appearance_of_symptoms_isolation,risk_groups_isolation,full_quarantine,partial_quarantine,unnecessary_business,educational_institutions,religious_institutions,distance_saving_instructions,congregation_restriction,prohibition_entering_country,public_transport_restriction,limit_hospital_visits,limit_retirement_homes_visits,disinfecting_public_spaces,police_army_enforcement,fines_and_incarceration,lockdown_level,country,province,start_date
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Isle of Wight,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Islington,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Kensington and Chelsea,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Kent,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,"Kingston upon Hull, City of",2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Kingston upon Thames,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Kirklees,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Knowsley,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Lambeth,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Lanarkshire,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Lancashire,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Leeds,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Leicester,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Leicestershire,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Lewisham,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Lincolnshire,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Liverpool,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Lothian,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Luton,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Manchester,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Medway,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Merthyr Tydfil County Borough Council,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Merton,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Middlesbrough,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Milton Keynes,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Monmouthshire County Council,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Neath Port Talbot Council,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Newcastle upon Tyne,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Newham,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Newport City Council,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Norfolk,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,North East Lincolnshire,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,North Lincolnshire,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,North Somerset,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,North Tyneside,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,North Yorkshire,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Northamptonshire,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Northumberland,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Nottingham,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Nottinghamshire,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Oldham,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Oxfordshire,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Pembrokeshire County Council,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Peterborough,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Plymouth,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Portsmouth,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Powys,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Powys County Council,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Reading,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Redbridge,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Redcar and Cleveland,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Resident outside Wales,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Residential area to be confirmed,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Rhondda Cynon Taf County Borough Council,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Richmond upon Thames,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Rochdale,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Rotherham,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Rutland,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Salford,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Sandwell,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Sefton,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Sheffield,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Shetland,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Shropshire,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Slough,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Solihull,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Somerset,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,South Gloucestershire,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,South Tyneside,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Southampton,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Southend-on-Sea,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Southwark,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,St. Helens,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Staffordshire,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Stockport,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Stockton-on-Tees,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Stoke-on-Trent,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Suffolk,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Sunderland,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Surrey,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Sutton,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Swansea Bay,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Swindon,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Tameside,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Tayside,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Telford and Wrekin,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Thurrock,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,To be confirmed,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Torbay,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Torfaen County Borough Council,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Total:,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Tower Hamlets,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Trafford,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Vale of Glamorgan Council,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Wakefield,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Wales,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Walsall,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Waltham Forest,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Wandsworth,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Warrington,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Warwickshire,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,West Berkshire,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,West Sussex,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Westminster,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Wigan,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Wiltshire,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Windsor and Maidenhead,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Wirral,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Wokingham,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Wolverhampton,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Worcestershire,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,Wrexham County Borough Council,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,York,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United Kingdom,all,2020-01-31 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,True,1,Australia,New South Wales,2020-01-29 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,True,1,Australia,Queensland,2020-01-29 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,True,1,Australia,South Australia,2020-01-29 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,True,1,Australia,Victoria,2020-01-29 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,True,1,Australia,Western Australia,2020-01-29 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,True,1,Australia,all,2020-01-29 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,United States of America,Washington,2020-01-24 00:00:00
True,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,1,Singapore,all,2020-01-23 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,Australia,New South Wales,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,Australia,Queensland,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,Australia,South Australia,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,Australia,Victoria,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,Australia,Western Australia,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,Australia,all,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,Denmark,all,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,France,Haute-Savoie,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,France,all,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,Germany,Baden-Wֳ¼rttemberg,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,Germany,Baden-Wֳ¼rttemֲ­berg,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,Germany,Bavaria,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,Germany,Bayern,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,Germany,Berlin,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,Germany,Brandenburg,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,Germany,Bremen,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,Germany,Hamburg,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,Germany,Hessen,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,Germany,Mecklenburg-Vorpommern,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,Germany,Mecklenburg-Vorֲ­pommern,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,Germany,Niedersachsen,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,Germany,Nordrhein-Westfalen,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,Germany,Nordrhein-Westֲ­falen,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,Germany,Repatriierte,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,Germany,Rheinland-Pfalz,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,Germany,Rheinֲ­land-Pfalz,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,Germany,Saarland,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,Germany,Sachsen,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,Germany,Sachsen-Anhalt,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,Germany,Schleswig-Holstein,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,Germany,Schlesֲ­wig-Holstein,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,Germany,Thֳ¼ringen,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,Germany,all,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,Italy,Abruzzo,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,Italy,Basilicata,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,Italy,Calabria,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,Italy,Campania,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,Italy,Emilia Romagna,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,Italy,Friuli Venezia Giulia,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,Italy,Lazio,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,Italy,Liguria,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,Italy,Lombardia,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,Italy,Marche,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,Italy,Molise,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,Italy,P.A. Bolzano,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,Italy,P.A. Trento,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,Italy,Piemonte,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,Italy,Puglia,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,Italy,Sardegna,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,Italy,Sicilia,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,Italy,Toscana,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,Italy,Umbria,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,Italy,Valle d'Aosta,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,Italy,Veneto,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,Italy,all,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,Singapore,all,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,Spain,Asturias,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,Spain,Basque,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,Spain,Cantabria,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,Spain,Castilla - La Mancha,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,Spain,Catalunya,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,Spain,Galicia,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,Spain,La Rioja,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,Spain,Murcia,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,Spain,all,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,United Kingdom,Aneurin Bevan,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,United Kingdom,Ayrshireֲ and Arran,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,United Kingdom,Barking and Dagenham,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,United Kingdom,Barnet,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,United Kingdom,Barnsley,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,United Kingdom,Bath and North East Somerset,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,United Kingdom,Bedford,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,United Kingdom,Betsi Cadwaladr,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,United Kingdom,Bexley,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,United Kingdom,Birmingham,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,United Kingdom,Blackburn with Darwen,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,United Kingdom,Blackpool,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,United Kingdom,Blaenau Gwent County Borough Council,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,United Kingdom,Bolton,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,United Kingdom,Borders,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,United Kingdom,"Bournemouth, Christchurch and Poole",2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,United Kingdom,Bracknell Forest,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,United Kingdom,Bradford,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,United Kingdom,Brent,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,United Kingdom,Bridgend County Borough Council,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,United Kingdom,Brighton and Hove,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,United Kingdom,"Bristol, City of",2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,United Kingdom,Bromley,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,United Kingdom,Buckinghamshire,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,United Kingdom,Bury,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,United Kingdom,Caerphilly County Borough Council,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,United Kingdom,Calderdale,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,United Kingdom,Cambridgeshire,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,United Kingdom,Camden,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,United Kingdom,Cardiff and Vale,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,United Kingdom,Carmarthenshire County Council,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,United Kingdom,Central Bedfordshire,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,United Kingdom,Ceredigion County Council,2019-01-01 00:00:00
False,False,False,False,False,False,0,0,0,,,False,0,False,False,False,False,False,0,United Kingdom,Cheshire East,2019-01-01 00:00:00
