date,cdc_report_time,total,confirmed,recovered,isolated,deceased,being_tested,negative
2020-07-16,13:17,1441348,13612,12396,925,291,23404,1404332
2020-07-16,20:04,1441348,13612,12396,925,291,23404,1404332
