date,cdc_report_time,total,confirmed,recovered,isolated,deceased,being_tested,negative
2020-03-08,19:33,188518,7134,130,6954,50,19376,162008
2020-03-08,20:45,188518,7134,130,6954,50,19376,162008
2020-03-08,19:33,188518,7134,130,6954,50,19376,162008
2020-03-08,20:45,188518,7134,130,6954,50,19376,162008
