date,cdc_report_time,total,confirmed,recovered,isolated,deceased,being_tested,negative
2020-04-21,14:13,571014,10683,8213,2233,237,12721,547610
2020-04-21,19:02,571014,10683,8213,2233,237,12721,547610
2020-04-21,14:13,571014,10683,8213,2233,237,12721,547610
2020-04-21,19:02,571014,10683,8213,2233,237,12721,547610
