date,cdc_report_time,total,confirmed,recovered,isolated,deceased,being_tested,negative
2020-04-22,14:08,577959,10694,8277,2179,238,12121,555144
2020-04-22,20:00,577959,10694,8277,2179,238,12121,555144
2020-04-22,14:08,577959,10694,8277,2179,238,12121,555144
2020-04-22,20:00,577959,10694,8277,2179,238,12121,555144
